id,name,campaign_id,status,effective_status,delivery.status,delivery.substatuses,optimization_goal,bid_strategy,daily_budget,lifetime_budget,start_time,created_time,updated_time,attribution_setting,amount_spent,impressions,reach,frequency,cpm,clicks,ctr,website_ctr,actions:link_click,cost_per_link_click,landing_page_view,results,results_value,cost_per_result.value,actions:omni_purchase,omni_purchase_values,purchase_roas,end_time,results.indicator,results.value
120205274749630690,[P. FRIO][21 a 43],120205274749610690,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$30,00 BRL","R$0,00 BRL",2024-02-10T12:22:44-0300,2024-02-10T12:22:44-0300,2024-10-07T12:29:47-0300,1d_view_7d_click,"R$5.780,39 BRL",1003791,150739,6.659133,"R$5,76 BRL",12735,"1,27%",0.504786,5067,"R$1,14 BRL",346,actions:onsite_conversion.messaging_conversation_started_7d,1357,"R$4,26 BRL (Messaging conversations started)",195,"R$487.151,17 BRL",84.276523,,,
120233532890850690,ADV,120233532885890690,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$5.000,00 BRL",2025-10-08T15:47:07-0300,2025-10-08T15:47:07-0300,2026-02-25T17:01:01-0300,1d_view_7d_click,"R$4.999,96 BRL",701482,233860,2.999581,"R$7,13 BRL",10330,"1,47%",0.749556,5258,"R$0,95 BRL",338,actions:onsite_conversion.messaging_conversation_started_7d,1100,"R$4,55 BRL (Messaging conversations started)",45,"R$1.979,60 BRL",0.395923,2026-02-22T23:45:00-0300,,
120212327930300690,00 - FRIO - EX. SEGUIDORES,120212327930110690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",POST_ENGAGEMENT,Highest volume,"R$10,00 BRL","R$0,00 BRL",2024-10-04T15:44:07-0300,2024-10-04T15:44:07-0300,2025-04-23T22:02:06-0300,1d_view_7d_click,"R$4.484,67 BRL",1579725,469821,3.362398,"R$2,84 BRL",49269,"3,12%",0.083875,1325,"R$3,38 BRL",225,actions:post_engagement,283679,"R$0,02 BRL (Post engagements)",,,,,,
120212330723260690,QUENTE 30D,120212330723240690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",IMPRESSIONS,Highest volume,"R$10,00 BRL","R$0,00 BRL",2024-10-04T16:27:45-0300,2024-10-04T16:27:45-0300,2025-04-15T13:32:14-0300,1d_view_7d_click,"R$4.315,72 BRL",4645935,550962,8.432406,"R$0,93 BRL",7739,"0,17%",0.075485,3507,"R$1,23 BRL",1042,reach,550962,"R$7,83 BRL (Reach)",9,"R$22.024,80 BRL",5.103389,,,
120211840912890690,[P. FRIO] [GEOLOCALIZAÇÃO] [21 a 43],120211840808940690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$40,00 BRL","R$0,00 BRL",2024-09-17T17:30:00-0300,2024-09-17T12:58:37-0300,2024-11-12T13:11:08-0300,1d_view_7d_click,"R$4.321,73 BRL",709037,156410,4.533195,"R$6,10 BRL",13644,"1,92%",0.690514,4896,"R$0,88 BRL",3622,actions:offsite_conversion.fb_pixel_purchase,688,"R$6,28 BRL (Website purchases)",688,"R$2.174.803,95 BRL",503.225317,,,
120239568773410690,ADV,120239568773420690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2026-01-23T12:57:41-0300,2026-01-23T12:57:40-0300,2026-04-03T23:29:26-0300,1d_view_7d_click_1d_ev,"R$3.597,66 BRL",519282,89041,5.831943,"R$6,93 BRL",5968,"1,15%",0.543828,2824,"R$1,27 BRL",2234,actions:offsite_conversion.fb_pixel_purchase,362,"R$9,94 BRL (Website purchases)",362,"R$16.232,87 BRL",4.512063,2026-05-03T23:45:00-0300,,
120212788305810690,FRIO GERAL 5 KM,120212332355730690,PAUSED,PAUSED,off,"[""off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$4.500,00 BRL",2024-10-21T09:57:56-0300,2024-10-21T09:57:56-0300,2025-05-19T10:45:26-0300,1d_view_7d_click,"R$3.203,97 BRL",486084,148878,3.264982,"R$6,59 BRL",9130,"1,88%",0.728681,3542,"R$0,90 BRL",2735,actions:offsite_conversion.fb_pixel_purchase,408,"R$7,85 BRL (Website purchases)",408,"R$1.272.330,20 BRL",397.110522,2025-06-30T23:55:00-0300,,
120229845840460690,[P. ADV][RAIO 5km],120229845840390690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,,,,2025-08-05T14:27:25-0300,2025-08-05T14:27:24-0300,2025-10-01T17:19:33-0300,1d_view_7d_click,"R$3.157,07 BRL",227382,83862,2.711383,"R$13,88 BRL",3513,"1,54%",0.647369,1472,"R$2,14 BRL",136,actions:onsite_conversion.messaging_conversation_started_7d,573,"R$5,51 BRL (Messaging conversations started)",38,"R$2.903,30 BRL",0.919619,2025-11-02T23:30:00-0300,,
120224523597450690,[P. FRIO][RAIO 5km],120224523597420690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,,,,2025-05-23T17:49:43-0300,2025-05-23T17:49:43-0300,2025-07-01T16:41:28-0300,1d_view_7d_click,"R$2.478,47 BRL",162620,62910,2.584963,"R$15,24 BRL",2410,"1,48%",0.590948,961,"R$2,58 BRL",143,actions:onsite_conversion.messaging_conversation_started_7d,481,"R$5,15 BRL (Messaging conversations started)",16,"R$1.386,20 BRL",0.559297,2025-07-31T23:00:00-0300,,
120233927906850690,ADV — Novos VD,120233532885890690,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$3.459,49 BRL",2025-10-14T13:36:24-0300,2025-10-14T13:36:23-0300,2025-12-19T13:19:30-0300,1d_view_7d_click,"R$2.252,64 BRL",206155,86712,2.377468,"R$10,93 BRL",2657,"1,29%",0.57093,1177,"R$1,91 BRL",138,actions:onsite_conversion.messaging_conversation_started_7d,354,"R$6,36 BRL (Messaging conversations started)",40,"R$1.579,20 BRL",0.701044,2026-01-04T23:45:00-0300,,
120233757591150690,ADV,120233757591140690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2025-10-11T23:12:56-0300,2025-10-11T23:12:56-0300,2025-12-02T13:06:19-0300,1d_view_7d_click_1d_ev,"R$2.247,74 BRL",297046,62059,4.78651,"R$7,57 BRL",3283,"1,11%",0.450772,1339,"R$1,68 BRL",1022,actions:offsite_conversion.fb_pixel_purchase,198,"R$11,35 BRL (Website purchases)",198,"R$8.961,92 BRL",3.98708,2026-01-04T23:50:00-0300,,
120241298805840690,ADV — [25.02],120233532885890690,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$2.300,00 BRL",2026-02-25T17:00:40-0300,2026-02-25T17:00:40-0300,2026-05-07T21:34:07-0300,1d_view_7d_click,"R$2.093,90 BRL",293480,117692,2.493627,"R$7,13 BRL",4477,"1,53%",0.778929,2286,"R$0,92 BRL",110,actions:onsite_conversion.messaging_conversation_started_7d,446,"R$4,69 BRL (Messaging conversations started)",12,"R$486,40 BRL",0.232294,2026-05-10T23:54:00-0300,,
120212332355760690,QUENTE - MIX - 30D,120212332355730690,PAUSED,PAUSED,off,"[""off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$2.800,00 BRL",2024-10-21T09:55:45-0300,2024-10-21T09:55:44-0300,2025-04-08T14:59:52-0300,1d_view_7d_click,"R$2.057,98 BRL",203818,25092,8.122828,"R$10,10 BRL",3018,"1,48%",0.662846,1351,"R$1,52 BRL",971,actions:offsite_conversion.fb_pixel_purchase,327,"R$6,29 BRL (Website purchases)",327,"R$1.114.776,40 BRL",541.684759,2025-05-31T23:55:00-0300,,
120237983806680690,ADV,120237983806670690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2025-12-19T15:02:44-0300,2025-12-19T15:02:44-0300,2026-01-17T18:44:37-0300,1d_view_7d_click_1d_ev,"R$1.933,90 BRL",339418,78819,4.306297,"R$5,70 BRL",3963,"1,17%",0.522365,1773,"R$1,09 BRL",1380,actions:offsite_conversion.fb_pixel_purchase,141,"R$13,72 BRL (Website purchases)",141,"R$6.291,00 BRL",3.253012,2026-02-22T23:45:00-0300,,
120246128291460690,ADV — [Quente Sugestão],120246128288360690,ACTIVE,ACTIVE,warning,"[""has_ad_creative_fatigue""]",OFFSITE_CONVERSIONS,,,,2026-05-20T20:35:48-0300,2026-05-20T20:35:48-0300,2026-08-12T19:17:08-0300,1d_view_7d_click,"R$1.911,67 BRL",192507,29223,6.587517,"R$9,93 BRL",1407,"0,73%",0.406738,783,"R$2,44 BRL",505,actions:offsite_conversion.fb_pixel_purchase,129,"R$14,82 BRL (Website purchases)",129,"R$5.617,73 BRL",2.938651,2026-08-31T23:27:00-0300,,
120208994788280690,[P. FRIO][INTERESSES][GEO 3KM],120203967962960690,PAUSED,PAUSED,off,"[""off""]",IMPRESSIONS,Highest volume,"R$15,01 BRL","R$0,00 BRL",2024-05-09T20:16:45-0300,2024-05-09T20:16:45-0300,2024-08-07T19:48:04-0300,1d_view_7d_click,"R$1.735,62 BRL",1332516,121816,10.93876,"R$1,30 BRL",1961,"0,15%",0.069793,930,"R$1,87 BRL",266,reach,121816,"R$14,25 BRL (Reach)",15,"R$42.650,30 BRL",24.573524,,,
120247411476940690,ADV — [Público Quente],120247411302050690,ACTIVE,ACTIVE,active,"[""active""]",CONVERSATIONS,,,,2026-06-04T20:06:20-0300,2026-06-04T20:06:20-0300,2026-08-17T23:23:33-0300,1d_view_7d_click,"R$1.597,09 BRL",145903,49945,2.921273,"R$10,95 BRL",2713,"1,86%",0.899913,1313,"R$1,22 BRL",78,actions:onsite_conversion.messaging_conversation_started_7d,422,"R$3,78 BRL (Messaging conversations started)",19,"R$692,40 BRL",0.433539,2026-08-30T23:30:00-0300,,
120229155767870690,ADV - [EXC SEGUIDORES] [EXC 2km],120227813792370690,PAUSED,PAUSED,off,"[""off""]",THRUPLAY,Highest volume,"R$20,00 BRL","R$0,00 BRL",2025-07-28T15:04:46-0300,2025-07-28T15:04:46-0300,2025-10-16T00:00:12-0300,1d_view_7d_click,"R$1.587,36 BRL",412131,187730,2.195339,"R$3,85 BRL",2290,"0,56%",0.118894,490,"R$3,24 BRL",27,video_thruplay_watched_actions,46527,"R$0,03 BRL (video_thruplay_watched_actions)",3,"R$218,20 BRL",0.137461,,,
120229845840380690,[P. FRIO][RAIO 5km],120229845840390690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,,,,2025-08-05T14:27:24-0300,2025-08-05T14:27:24-0300,2025-10-01T17:19:34-0300,1d_view_7d_click,"R$1.466,82 BRL",105538,49262,2.142382,"R$13,90 BRL",1686,"1,60%",0.673691,711,"R$2,06 BRL",95,actions:onsite_conversion.messaging_conversation_started_7d,330,"R$4,44 BRL (Messaging conversations started)",19,"R$1.305,70 BRL",0.890157,2025-11-02T23:30:00-0300,,
120210052197080690,[P. FRIO][EXC MORNO][18 a 40][TESTE GêBOX],120205274749610690,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$25,05 BRL","R$0,00 BRL",2024-06-19T17:11:02-0300,2024-06-19T17:11:02-0300,2024-09-17T12:48:09-0300,1d_view_7d_click,"R$1.441,93 BRL",247049,72496,3.40776,"R$5,84 BRL",3162,"1,28%",0.41004,1013,"R$1,42 BRL",52,actions:onsite_conversion.messaging_conversation_started_7d,254,"R$5,68 BRL (Messaging conversations started)",29,"R$98.013,40 BRL",67.973757,2024-08-31T23:00:00-0300,,
120241299170810690,ADV,120241299170800690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",REACH,,,,2026-02-25T17:21:42-0300,2026-02-25T17:21:42-0300,2026-02-25T17:21:59-0300,1d_view_7d_click,"R$1.356,14 BRL",1187340,336917,3.524132,"R$1,14 BRL",3297,"0,28%",0.047754,567,"R$2,39 BRL",4,actions:post_engagement,103168,"R$0,01 BRL (Post engagements)",,,,,,
120215485413290690,QUENTE - MIX - 30D,120215485413360690,PAUSED,PAUSED,off,"[""off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$1.900,00 BRL",2025-02-06T19:37:14-0300,2025-02-06T19:37:14-0300,2025-03-14T17:28:28-0300,1d_view_7d_click,"R$1.354,13 BRL",139321,11733,11.874286,"R$9,72 BRL",1466,"1,05%",0.460806,642,"R$2,11 BRL",400,actions:offsite_conversion.fb_pixel_purchase,99,"R$13,68 BRL (Website purchases)",99,"R$334.411,41 BRL",246.956651,2025-03-31T23:55:00-0300,,
120245245253740690,[Raio 3km],120245243455420690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",REACH,,,,2026-05-09T00:01:00-0300,2026-05-08T20:14:14-0300,2026-05-08T20:14:31-0300,1d_view_7d_click,"R$1.352,51 BRL",1127133,362721,3.107438,"R$1,20 BRL",3035,"0,27%",0.14009,1579,"R$0,86 BRL",3,reach,362721,"R$3,73 BRL (Reach)",,,,,,
120227744207850690,[P. SEMELHANTE IC][18 a 43],120227744207810690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2025-07-08T16:33:50-0300,2025-07-08T16:33:49-0300,2025-09-02T20:14:28-0300,1d_view_7d_click_1d_ev,"R$1.297,98 BRL",260712,56442,4.619113,"R$4,98 BRL",3386,"1,30%",0.540827,1410,"R$0,92 BRL",1153,actions:offsite_conversion.fb_pixel_purchase,84,"R$15,45 BRL (Website purchases)",84,"R$7.128,51 BRL",5.492003,2025-09-30T23:01:00-0300,,
120245173436600690,ADV — [Teste Público Quente],120233532885890690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$1.250,00 BRL",2026-05-07T21:52:11-0300,2026-05-07T21:52:11-0300,2026-05-29T20:10:31-0300,1d_view_7d_click,"R$1.243,50 BRL",133352,67710,1.969458,"R$9,32 BRL",1738,"1,30%",0.703402,938,"R$1,33 BRL",53,actions:onsite_conversion.messaging_conversation_started_7d,221,"R$5,63 BRL (Messaging conversations started)",6,"R$189,00 BRL",0.15199,2026-05-31T23:02:00-0300,,
120217510222570690,FRIO - GERAL 3KM 10/03/25,120212792744250690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$1.800,00 BRL",2025-03-10T13:13:46-0300,2025-03-10T13:13:46-0300,2025-04-30T19:07:23-0300,1d_view_7d_click,"R$1.186,03 BRL",143806,52100,2.760192,"R$8,25 BRL",1448,"1,01%",0.505542,727,"R$1,63 BRL",92,actions:onsite_conversion.messaging_conversation_started_7d,229,"R$5,18 BRL (Messaging conversations started)",23,"R$97.527,00 BRL",82.229792,2025-06-30T23:30:00-0300,,
120209501188910690,[P. FRIO SEMELHANTE IC][ABERTO][ALTEREI 07/08],120209501188780690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",IMPRESSIONS,Highest volume,"R$7,00 BRL","R$0,00 BRL",2024-05-22T13:37:45-0300,2024-05-22T13:37:45-0300,2024-08-27T00:04:51-0300,1d_view_7d_click,"R$1.172,27 BRL",1027179,287383,3.574251,"R$1,14 BRL",1146,"0,11%",0.06143,631,"R$1,86 BRL",175,reach,287383,"R$4,08 BRL (Reach)",5,"R$443,90 BRL",0.378667,,,
120225240581770690,[PROMO] - Quarta-Feira,120225170496270690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",REACH,Highest volume,"R$15,00 BRL","R$0,00 BRL",2025-06-04T17:24:45-0300,2025-06-04T17:24:45-0300,2026-04-22T00:08:05-0300,1d_view_7d_click,"R$1.134,00 BRL",922712,401816,2.296355,"R$1,23 BRL",1905,"0,21%",0.140672,1298,"R$0,87 BRL",370,reach,401816,"R$2,82 BRL (Reach)",1,"R$92,00 BRL",0.081129,,,
120200283214260690,[P. FRIO][20 a 45][GEO 3KM],120200283214200690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",LANDING_PAGE_VIEWS,Highest volume,"R$0,00 BRL","R$900,00 BRL",2023-11-02T00:14:40-0300,2023-11-02T00:14:40-0300,2024-01-19T12:10:24-0300,1d_view_7d_click,"R$900,00 BRL",249130,62412,3.9917,"R$3,61 BRL",2920,"1,17%",0.743788,1853,"R$0,49 BRL",951,actions:omni_landing_page_view,951,"R$0,95 BRL (Landing page views)",34,"R$1.024,45 BRL",1.138278,2024-01-31T23:00:56-0300,,
120225170496280690,[PROMO] - Terça-Feira,120225170496270690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",REACH,Highest volume,"R$15,00 BRL","R$0,00 BRL",2025-06-03T16:09:07-0300,2025-06-03T16:09:06-0300,2026-04-28T00:36:36-0300,1d_view_7d_click,"R$886,96 BRL",780384,324482,2.405015,"R$1,14 BRL",1650,"0,21%",0.139675,1090,"R$0,81 BRL",299,reach,324482,"R$2,73 BRL (Reach)",1,,,,,
120214475387120690,FRIO - GERAL 3KM 02/01/25,120212792744250690,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$900,00 BRL",2025-01-02T13:19:23-0300,2025-01-02T13:19:23-0300,2025-03-10T13:15:38-0300,1d_view_7d_click,"R$859,63 BRL",104516,37199,2.809645,"R$8,22 BRL",1221,"1,17%",0.506143,529,"R$1,63 BRL",58,actions:onsite_conversion.messaging_conversation_started_7d,249,"R$3,45 BRL (Messaging conversations started)",15,"R$32.031,50 BRL",37.261962,2025-03-15T16:30:00-0300,,
120228304333700690,[P. ADV][18 a 43],120227744207810690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2025-07-17T11:47:47-0300,2025-07-17T11:47:47-0300,2025-09-02T20:14:29-0300,1d_view_7d_click_1d_ev,"R$859,44 BRL",187493,45791,4.094538,"R$4,58 BRL",1835,"0,98%",0.503485,944,"R$0,91 BRL",774,actions:offsite_conversion.fb_pixel_purchase,52,"R$16,53 BRL (Website purchases)",52,"R$3.901,70 BRL",4.539817,2025-09-30T23:01:00-0300,,
120225302527870690,[PROMO] - Quinta-Feira,120225170496270690,PAUSED,PAUSED,off,"[""off""]",REACH,Highest volume,"R$15,00 BRL","R$0,00 BRL",2025-06-05T11:41:26-0300,2025-06-05T11:41:25-0300,2026-01-29T23:07:00-0300,1d_view_7d_click,"R$833,22 BRL",632188,295100,2.142284,"R$1,32 BRL",1157,"0,18%",0.12955,819,"R$1,02 BRL",227,reach,295100,"R$2,82 BRL (Reach)",,,,,,
120240345524810690,ADV,120240345524780690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2026-02-05T22:59:03-0300,2026-02-05T22:59:03-0300,2026-03-09T09:36:03-0300,1d_view_7d_click_1d_ev,"R$832,65 BRL",120810,24259,4.980007,"R$6,89 BRL",1063,"0,88%",0.408079,493,"R$1,69 BRL",338,actions:offsite_conversion.fb_pixel_purchase,66,"R$12,62 BRL (Website purchases)",66,"R$2.968,90 BRL",3.565604,2026-04-05T23:45:00-0300,,
120213529524270690,FRIO - GERAL 3KM 16/11/24 - 30/12/24,120212792744250690,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$800,00 BRL",2024-11-22T02:30:32-0300,2024-11-22T02:30:32-0300,2025-01-02T13:20:46-0300,1d_view_7d_click,"R$799,85 BRL",84225,32811,2.566974,"R$9,50 BRL",1081,"1,28%",0.517661,436,"R$1,83 BRL",68,actions:onsite_conversion.messaging_conversation_started_7d,244,"R$3,28 BRL (Messaging conversations started)",20,"R$32.974,20 BRL",41.22548,2024-12-30T05:43:00-0300,,
120216291532830690,FRIO GERAL 5 KM (21/02/25),120215485413360690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$1.900,00 BRL",2025-02-21T14:31:44-0300,2025-02-21T14:31:43-0300,2025-03-17T12:47:42-0300,1d_view_7d_click,"R$705,43 BRL",123251,37771,3.263112,"R$5,72 BRL",1419,"1,15%",0.447055,551,"R$1,28 BRL",364,actions:offsite_conversion.fb_pixel_purchase,44,"R$16,03 BRL (Website purchases)",44,"R$151.383,60 BRL",214.597621,2025-04-30T23:55:00-0300,,
120210819999260690,[P. SEMELHANTE IC][21 a 43],120210345926650690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$700,00 BRL",2024-08-01T15:00:48-0300,2024-08-01T15:00:48-0300,2024-08-17T13:03:55-0300,1d_view_7d_click,"R$699,12 BRL",136288,40745,3.344901,"R$5,13 BRL",2648,"1,94%",0.57672,786,"R$0,89 BRL",567,actions:offsite_conversion.fb_pixel_purchase,129,"R$5,42 BRL (Website purchases)",129,"R$300.999,80 BRL",430.540966,2024-08-31T23:23:00-0300,,
120203967962990690,[P. FRIO][ABERTO][GEO 1KM],120203967962960690,PAUSED,PAUSED,off,"[""off""]",REACH,Highest volume,"R$5,50 BRL","R$0,00 BRL",2024-01-10T17:59:50-0300,2024-01-10T17:59:50-0300,2024-04-18T10:54:41-0300,1d_view_7d_click,"R$668,01 BRL",244504,76545,3.194252,"R$2,73 BRL",644,"0,26%",0.135785,332,"R$2,01 BRL",,reach,76545,"R$8,73 BRL (Reach)",4,"R$204,00 BRL",0.305385,,,
120217511247270690,FRIO - PROMOÇÕES 10/03/25,120212792744250690,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$1.300,00 BRL",2025-03-10T13:47:18-0300,2025-03-10T13:47:18-0300,2025-05-14T20:02:10-0300,1d_view_7d_click,"R$645,42 BRL",83580,38611,2.164668,"R$7,72 BRL",662,"0,79%",0.354152,296,"R$2,18 BRL",21,actions:onsite_conversion.messaging_conversation_started_7d,70,"R$9,22 BRL (Messaging conversations started)",12,"R$23.858,30 BRL",36.965542,2025-06-30T23:30:00-0300,,
120232260613360690,ADV — [NOVOS Teste] — WPP,120232081996780690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$650,00 BRL",2025-09-15T17:11:07-0300,2025-09-15T17:11:07-0300,2025-09-21T12:52:13-0300,1d_view_7d_click,"R$639,02 BRL",57084,21806,2.617812,"R$11,19 BRL",767,"1,34%",0.479994,274,"R$2,33 BRL",28,actions:onsite_conversion.messaging_conversation_started_7d,101,"R$6,33 BRL (Messaging conversations started)",,,,2025-10-05T23:30:00-0300,,
120212792744360690,FRIO - GERAL 3KM — Cópia,120212792744250690,PAUSED,PAUSED,off,"[""off""]",CONVERSATIONS,Highest volume,"R$0,00 BRL","R$600,00 BRL",2024-10-21T13:25:19-0300,2024-10-21T13:25:18-0300,2025-01-02T13:20:43-0300,1d_view_7d_click,"R$598,69 BRL",58195,24196,2.40515,"R$10,29 BRL",876,"1,51%",0.558467,325,"R$1,84 BRL",69,actions:onsite_conversion.messaging_conversation_started_7d,189,"R$3,17 BRL (Messaging conversations started)",18,"R$54.293,94 BRL",90.687902,2024-11-15T16:39:00-0300,,
23862126500040689,[P. FRIO][ABERTO][GEO 1KM],23862126496550689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",POST_ENGAGEMENT,Highest volume,"R$10,00 BRL","R$0,00 BRL",2023-10-17T16:16:35-0300,2023-10-17T16:16:35-0300,2024-01-18T10:36:34-0300,1d_view_7d_click,"R$569,11 BRL",272671,153113,1.780848,"R$2,09 BRL",1486,"0,54%",0.132761,362,"R$1,57 BRL",8,actions:post_engagement,110813,"R$0,01 BRL (Post engagements)",,,,2024-01-31T23:00:00-0300,,
120215485413300690,FRIO GERAL 5 KM,120215485413360690,PAUSED,PAUSED,off,"[""off""]",OFFSITE_CONVERSIONS,Highest volume,"R$0,00 BRL","R$2.100,00 BRL",2025-02-06T19:37:14-0300,2025-02-06T19:37:14-0300,2025-02-21T14:32:43-0300,1d_view_7d_click,"R$566,66 BRL",89091,43087,2.0677,"R$6,36 BRL",1027,"1,15%",0.425408,379,"R$1,50 BRL",245,actions:offsite_conversion.fb_pixel_purchase,45,"R$12,59 BRL (Website purchases)",45,"R$120.571,90 BRL",212.776444,2025-03-31T23:55:00-0300,,
23854466647010689,Público amplo,23854466646990689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",THRUPLAY,Highest volume,"R$10,00 BRL","R$0,00 BRL",2023-06-01T23:19:45-0300,2023-06-01T23:19:45-0300,2023-06-01T23:19:45-0300,1d_view_7d_click,"R$533,30 BRL",211760,92172,2.297444,"R$2,52 BRL",1368,"0,65%",0.069418,147,"R$3,63 BRL",1,video_thruplay_watched_actions,16362,"R$0,03 BRL (video_thruplay_watched_actions)",,,,,,
23854061175520689,Público amplo,23854061175490689,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",POST_ENGAGEMENT,Highest volume,"R$10,00 BRL","R$0,00 BRL",2023-05-17T23:43:26-0300,2023-05-17T23:43:26-0300,2023-05-17T23:43:26-0300,1d_view_7d_click,"R$531,76 BRL",257633,109552,2.351696,"R$2,06 BRL",1184,"0,46%",0.003493,9,"R$59,08 BRL",,actions:post_engagement,111883,"R$0,00 BRL (Post engagements)",,,,,,
120234016293920690,ADV - [EXC SEGUIDORES] [EXC 2km],120227813792370690,PAUSED,PAUSED,off,"[""off""]",THRUPLAY,Highest volume,"R$20,00 BRL","R$0,00 BRL",2025-10-15T23:59:49-0300,2025-10-15T23:59:49-0300,2025-11-14T13:02:13-0300,1d_view_7d_click,"R$528,84 BRL",44373,29942,1.481965,"R$11,92 BRL",127,"0,29%",0.132964,59,"R$8,96 BRL",,video_thruplay_watched_actions,10649,"R$0,05 BRL (video_thruplay_watched_actions)",,,,,,
120246128159910690,ADV,120246128159740690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2026-05-20T20:25:10-0300,2026-05-20T20:25:10-0300,2026-06-02T18:13:30-0300,1d_view_1d_click_1d_ev,"R$496,53 BRL",62282,19856,3.136684,"R$7,97 BRL",603,"0,97%",0.475258,296,"R$1,68 BRL",227,actions:offsite_conversion.fb_pixel_purchase,38,"R$13,07 BRL (Website purchases)",38,"R$1.925,92 BRL",3.878759,2026-06-07T23:21:00-0300,,
120249304744410690,ADV [2km],120249304744400690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",POST_ENGAGEMENT,,,,2026-07-01T19:14:22-0300,2026-07-01T19:14:22-0300,2026-07-01T19:14:39-0300,1d_view_7d_click,"R$474,03 BRL",218586,145253,1.504864,"R$2,17 BRL",650,"0,30%",0.112542,246,"R$1,93 BRL",,actions:post_engagement,131996,"R$0,00 BRL (Post engagements)",,,,,,
120237142653130690,ADV — Teste,120236955146140690,ACTIVE,CAMPAIGN_PAUSED,inactive,"[""campaign_off""]",OFFSITE_CONVERSIONS,,,,2025-12-05T19:30:48-0300,2025-12-05T19:30:48-0300,2025-12-05T19:31:06-0300,1d_view_7d_click_1d_ev,"R$463,21 BRL",72346,31112,2.325341,"R$6,40 BRL",856,"1,18%",0.355237,257,"R$1,80 BRL",206,actions:offsite_conversion.fb_pixel_purchase,28,"R$16,54 BRL (Website purchases)",28,"R$1.193,60 BRL",2.576801,2026-01-04T23:50:00-0300,,
